name,country,abstract
"""France""@en",http://dbpedia.org/resource/France,"""France (UK: /ˈfrɑːns/; US: /ˈfræns/; French: [fʁɑ̃s] ),  officially the French Republic (French: République française [ʁepyblik  fʁɑ̃sɛz]), is a sovereign country in Western Europe that includes  overseas regions and territories. Metropolitan France extends from the  Mediterranean Sea to the English Channel and the North Sea, and from the  Rhine to the Atlantic Ocean. It is one of only three countries (with  Morocco and Spain) to have both Atlantic and Mediterranean coastlines.  Due to its shape, it is often referred to in French as l’Hexagone (""The  Hexagon"").By area, France is the largest country in Western Europe and  the European Union, and the third-largest in Europe as a whole. The  total population of France is approaching 67 million (including all  overseas departments and territories). With a European component of  63,990,000 (est. April 2014), France is the fourth most-populous  European country. France is a unitary semi-presidential republic with  its capital in Paris, the nation's largest city and the main cultural  and commercial center. The current Constitution of France, adopted by  referendum on 4 October 1958, establishes the country as secular and  democratic, with its sovereignty derived from the people. The nation's  ideals are expressed in the Declaration of the Rights of Man and of the  Citizen, one of the world's earliest documents on human rights, which  was formulated during the seminal French Revolution of the late 18th  century.France has been a major power in Europe since the Late Middle  Ages. It possessed the second-largest colonial empire during the 19th  and early 20th centuries. Throughout its long history, France has  produced many influential artists, thinkers, and scientists, and remains  prominent global center of culture. It hosts the world's fourth-largest  number of cultural UNESCO World Heritage Sites, drawing around 83  million foreign tourists annually – the most of any country in the  world.France remains a great power with significant cultural, economic,  military, and political influence in Europe and around the world. It has  the world's fifth-largest military budget, third-largest stockpile of  nuclear weapons, and second-largest diplomatic corps, after the United  States. Due to its overseas regions and territories throughout the  world, France has the second-largest exclusive economic zone in the  world. France is a developed country and has the world's fifth-largest  economy by nominal GDP and seventh-largest by purchasing power parity.  In terms of total household wealth, France is the wealthiest nation in  Europe and fourth in the world.French citizens enjoy a high standard of  living, with the country performing well in international rankings of  education, health care, life expectancy, civil liberties, and human  development. France is a founding member of the United Nations, where it  serves as one of the five permanent members of the UN Security Council.  It is a member of numerous international institutions, including  Francophonie, the G8, G20, NATO, OECD, WTO, and the Latin Union. France  is a founding and leading member state of the European Union.""@en"
"""Gabon""@en",http://dbpedia.org/resource/Gabon,"""Gabon (/ɡəˈbɒn/; French pronunciation: ​[ɡabɔ̃]), officially  the Gabonese Republic (French: République Gabonaise), is a sovereign  state on the west coast of Central Africa. Located on the equator, Gabon  is bordered by Equatorial Guinea to the northwest, Cameroon to the  north, the Republic of the Congo on the east and south, and the Gulf of  Guinea to the west. It has an area of nearly 270,000 square kilometres  (100,000 sq mi) and its population is estimated at 1.5 million people.  Its capital and largest city is Libreville.Since its independence from  France on August 17, 1960, Gabon has had three presidents. In the early  1990s, Gabon introduced a multi-party system and a new democratic  constitution that allowed for a more transparent electoral process and  reformed many governmental institutions. Gabon was also a non-permanent  member of the United Nations Security Council for the 2010–2011 term.Low  population density, abundant petroleum, and foreign private investment  have helped make Gabon one of the most prosperous countries in  Sub-Saharan Africa, with the highest HDI and the third highest GDP per  capita (PPP) (after Equatorial Guinea and Botswana) in the region.""@en"
"""Georgia""@en",http://dbpedia.org/resource/Georgia_(country),"""Georgia /ˈdʒɔrdʒə/ (Georgian: საქართველო Sakartvelo, IPA:  [sɑkʰɑrtʰvɛlɔ] ) is a country in the Caucasus region of Eurasia. Located  at the crossroads of Western Asia and Eastern Europe, it is bounded to  the west by the Black Sea, to the north by Russia, to the south by  Turkey and Armenia, and to the southeast by Azerbaijan. The capital of  Georgia is Tbilisi. Georgia covers a territory of 69,700 square  kilometres (26,911 sq mi), and its population is almost 5 million.  Georgia is a unitary, semi-presidential republic, with the government  elected through a representative democracy.During the classical era,  independent kingdoms became established in what is now Georgia. The  kingdoms of Colchis and Iberia adopted Christianity in the early 4th  century. A unified Kingdom of Georgia reached the peak of its political  and economic strength during the reign of King David IV and Queen Tamar  in the 11th–12th centuries. At the beginning of the 19th century,  Georgia was annexed by the Russian Empire. After a brief period of  independence following the Russian Revolution of 1917, Georgia was  occupied by Soviet Russia in 1921, becoming the Georgian Soviet  Socialist Republic and part of the Soviet Union. After independence in  1991, post-communist Georgia suffered from civil unrest and economic  crisis for most of the 1990s. This lasted until the Rose Revolution of  2003, after which the new government introduced democratic and economic  reforms.Georgia is a member of the Council of Europe and the GUAM  Organization for Democracy and Economic Development. It contains two de  facto independent regions, Abkhazia and South Ossetia, which gained  limited international recognition after the 2008 Russo-Georgian War.  Georgia and a major part of the international community consider the  regions to be part of Georgia's sovereign territory under Russian  military occupation.""@en"
"""Sakartvelo""@en",http://dbpedia.org/resource/Georgia_(country),"""Georgia /ˈdʒɔrdʒə/ (Georgian: საქართველო Sakartvelo, IPA:  [sɑkʰɑrtʰvɛlɔ] ) is a country in the Caucasus region of Eurasia. Located  at the crossroads of Western Asia and Eastern Europe, it is bounded to  the west by the Black Sea, to the north by Russia, to the south by  Turkey and Armenia, and to the southeast by Azerbaijan. The capital of  Georgia is Tbilisi. Georgia covers a territory of 69,700 square  kilometres (26,911 sq mi), and its population is almost 5 million.  Georgia is a unitary, semi-presidential republic, with the government  elected through a representative democracy.During the classical era,  independent kingdoms became established in what is now Georgia. The  kingdoms of Colchis and Iberia adopted Christianity in the early 4th  century. A unified Kingdom of Georgia reached the peak of its political  and economic strength during the reign of King David IV and Queen Tamar  in the 11th–12th centuries. At the beginning of the 19th century,  Georgia was annexed by the Russian Empire. After a brief period of  independence following the Russian Revolution of 1917, Georgia was  occupied by Soviet Russia in 1921, becoming the Georgian Soviet  Socialist Republic and part of the Soviet Union. After independence in  1991, post-communist Georgia suffered from civil unrest and economic  crisis for most of the 1990s. This lasted until the Rose Revolution of  2003, after which the new government introduced democratic and economic  reforms.Georgia is a member of the Council of Europe and the GUAM  Organization for Democracy and Economic Development. It contains two de  facto independent regions, Abkhazia and South Ossetia, which gained  limited international recognition after the 2008 Russo-Georgian War.  Georgia and a major part of the international community consider the  regions to be part of Georgia's sovereign territory under Russian  military occupation.""@en"
"""Germany""@en",http://dbpedia.org/resource/Germany,"""Germany (/ˈdʒɜrməni/; German: Deutschland), officially the  Federal Republic of Germany (German: Bundesrepublik Deutschland,  pronounced [ˈbʊndəsʁepuˌbliːk ˈdɔʏtʃlant] ), is a federal parliamentary  republic in western-central Europe. The country consists of 16 states  and its capital and largest city is Berlin. Germany covers an area of  357,021 square kilometres (137,847 sq mi) and has a largely temperate  seasonal climate. With 80.6 million inhabitants, it is the most populous  member state in the European Union. Germany is the major economic and  political power of the European continent and a historic leader in many  cultural, theoretical and technical fields.Various Germanic tribes  occupied what is now northern Germany and southern Scandinavia since  classical antiquity. A region named Germania was documented by the  Romans before AD 100. During the Migration Period that coincided with  the decline of the Roman Empire, the Germanic tribes expanded southward  and established kingdoms throughout much of Europe. Beginning in the  10th century, German territories formed a central part of the Holy Roman  Empire. During the 16th century, northern German regions became the  centre of the Protestant Reformation. Occupied during the Napoleonic  Wars, the rise of Pan-Germanism inside the German Confederation resulted  in the unification of most of the German states in 1871 into the German  Empire, which was dominated by Prussia.After the German Revolution of  1918–1919 and the subsequent military surrender in World War I, the  Empire was replaced by the parliamentary Weimar Republic in 1918, with  some of its territory partitioned in the Treaty of Versailles. Despite  its lead in many scientific and cultural fields at this time, Germany  nonetheless endured significant economic and political instability,  which intensified during the Great Depression and contributed to the  establishment of the Third Reich in 1933. The subsequent rise of fascism  led to World War II. After 1945, Germany was divided by allied  occupation, and evolved into two states, East Germany and West Germany.  In 1990, the country was reunified.Germany has the world's  fourth-largest economy by nominal GDP and the fifth-largest by  purchasing power parity. As a global leader in several industrial and  technological sectors, it is the second-largest exporter and  third-largest importer of goods. It is a developed country with a very  high standard of living, featuring comprehensive social security that  includes the world's oldest universal health care system. Known for its  rich cultural and political history, Germany has been the home of many  influential philosophers, music composers, scientists, and inventors.  Germany was a founding member of the European Community in 1957, which  became the EU in 1993. It is part of the Schengen Area, and has been a  member of the eurozone since 1999. Germany is a great power and is a  member of the United Nations, NATO, the G8, the G20, the OECD and the  Council of Europe.""@en"
"""Ghana""@en",http://dbpedia.org/resource/Ghana,"""Ghana (/ˈɡɑːnə/), officially called the Republic of Ghana, is a  sovereign state and unitary presidential constitutional republic,  located along the Gulf of Guinea and Atlantic Ocean, in West Africa. The  country is bordered by the Ivory Coast in the west, Burkina Faso in the  north, Togo in the east and the Gulf of Guinea and Atlantic Ocean in  the south. The word Ghana means ""Warrior King"". Prior to colonization by  the British in the mid-19th century, Ghana was the site of numerous  kingdoms and empires. In 1957, it became the first African nation to  declare independence from European colonization. This made Ghana the  symbol of Black achievement and it sparked the interest of other African  Nations to seek independence as well; it also had a great influence on  Pan-Africanism and the Black Pride movements in the United States of  America.Ghana has a land mass of 238,535 km2, with 2,093 kilometres of  international land borders. It is a democratic constitutional republic  divided into ten administrative regions, with a multiethnic population  of around 24 million as of 2010. Its varied geography includes savannas,  woodlands, forests, a coastal line, springs, cave systems, mountains,  estuaries, wildlife parks, and nature reserves. The coast of Ghana,  which is comprised mainly of sandy beaches, stretches 560 kilometres  (350 miles) and includes a rich assortment of culturally significant  castles, forts, ports and harbours.One of the most stable and developed  countries in Africa, Ghana's economy is among the largest in the  continent and one of the fastest growing in the world. It is a  significant petroleum and natural gas producer, one of the world's  largest gold and diamond producers, and the second largest producer of  cocoa in the world. Ghana is home to Lake Volta, the largest artificial  lake in the world by surface area. Ghana is a regional power in West  Africa, a founding member of the Non-Aligned Movement, and a member of  both the Economic Community of West African States (ECOWAS) and the  Group of 24 (G24).""@en"
"""Greece""@en",http://dbpedia.org/resource/Greece,"""Greece (Greek: Ελλάδα, Elláda, pronounced [eˈlaða] ),  officially the Hellenic Republic (Ελληνική Δημοκρατία [eliniˈci  ðimokraˈti.a] Ellīnikī́ Dīmokratía) and known since ancient times as  Hellas (Greek: Ἑλλάς), is a country in Southern Europe. According to the  2011 census, Greece's population is around 11 million. Athens is the  nation's capital and largest city.Greece is strategically located at the  crossroads of Europe, Western Asia, and Africa, and shares land borders  with Albania to the northwest, the Republic of Macedonia and Bulgaria  to the north and Turkey to the northeast. The country consists of nine  geographic regions: Macedonia, Central Greece, the Peloponnese,  Thessaly, Epirus, the Aegean Islands (including the Dodecanese and  Cyclades), Thrace, Crete, and the Ionian Islands. The Aegean Sea lies to  the east of the mainland, the Ionian Sea to the west, and the  Mediterranean Sea to the south. Greece has the longest coastline on the  Mediterranean Basin and the 11th longest coastline in the world at  13,676 km (8,498 mi) in length, featuring a vast number of islands  (approximately 1,400, of which 227 are inhabited). Eighty percent of  Greece consists of mountains, of which Mount Olympus is the highest, at  2,917 m (9,570 ft).Modern Greece traces its roots to the civilization of  Ancient Greece, which began with the Aegean Civilizations of the Bronze  Age. Considered the cradle of all Western civilization, Greece is the  birthplace of democracy, Western philosophy, the Olympic Games, Western  literature and historiography, political science, major scientific and  mathematical principles, and Western drama, including both tragedy and  comedy. The cultural and technological achievements of Greece greatly  influenced the world, with many aspects of Greek civilization being  imparted to the East through Alexander the Great's campaigns, and to the  West through its incorporation into the Roman Empire. This rich legacy  is partly reflected by the 18 UNESCO World Heritage Sites located in  Greece, ranking it 6th in Europe and 13th in the world. The modern Greek  state, which comprises most of the historical core of Greek  civilization, was established in 1830 following the war of independence  from the Ottoman Empire.Greece is a democratic, developed country with  an advanced high-income economy, a high standard of living and a very  high Human Development Index. Greece is a founding member of the United  Nations, a member of what is now the European Union since 1981 (and the  eurozone since 2001), and is also a member of numerous other  international institutions, including the Council of Europe, NATO, OECD,  OSCE and the WTO. Greece's economy is also the largest in the Balkans,  where Greece is an important regional investor.""@en"
"""Grenada""@en",http://dbpedia.org/resource/Grenada,"""Grenada /ɡrɨˈneɪdə/ is an island country consisting of the  island of Grenada and six smaller islands at the southern end of the  Grenadines in the southeastern Caribbean Sea. Grenada is located  northwest of Trinidad and Tobago, northeast of Venezuela, and southwest  of Saint Vincent and the Grenadines.Grenada is also known as the ""Island  of Spice"" because of the production of nutmeg and mace crops of which  Grenada is one of the world's largest exporters. Its size is 344 square  kilometres (133 sq mi), with an estimated population of 110,000. Its  capital is St. George's. The national bird of Grenada is the critically  endangered Grenada Dove.""@en"
"""Guatemala""@en",http://dbpedia.org/resource/Guatemala,"""Guatemala, officially the Republic of Guatemala (Spanish:  República de Guatemala [reˈpuβlika ðe ɣwateˈmala]), is a country in  Central America bordered by Mexico to the north and west, the Pacific  Ocean to the southwest, Belize to the northeast, the Caribbean to the  east, Honduras to the east and El Salvador to the southeast. It spans an  area of 108,890 km2 (42,043 sqmi) and has an estimated population of  15,438,384, making it the most populous state in Central America. A  representative democracy, its capital is Nueva Guatemala de la Asunción,  also known as Guatemala City.The former Mayan civilization was a  Mesoamerican civilization, which continued throughout the Post-Classic  period until the arrival of the Spanish. They had lived in Guatemala,  Honduras, Belize, the southern part of Mexico and eastern parts of El  Salvador. After independence from Spain in 1821, Guatemala was a part of  the Federal Republic of Central America and after its dissolution the  country suffered much of the political instability that characterized  the region during mid to late 19th century. Early in the 20th century,  Guatemala had a mixture of democratic governments as well as a series of  dictators, the last of which were frequently assisted by the United  Fruit Company and the United States government. From 1960 to 1996,  Guatemala underwent a civil war fought between the government and  leftist rebels. Following the war, Guatemala has witnessed both economic  growth and successful democratic elections. In the most recent  election, held in 2011, Otto Pérez Molina of the Patriotic Party won the  presidency.Guatemala's abundance of biologically significant and unique  ecosystems contributes to Mesoamerica's designation as a biodiversity  hotspot.""@en"
"""República de Guatemala""@en",http://dbpedia.org/resource/Guatemala,"""Guatemala, officially the Republic of Guatemala (Spanish:  República de Guatemala [reˈpuβlika ðe ɣwateˈmala]), is a country in  Central America bordered by Mexico to the north and west, the Pacific  Ocean to the southwest, Belize to the northeast, the Caribbean to the  east, Honduras to the east and El Salvador to the southeast. It spans an  area of 108,890 km2 (42,043 sqmi) and has an estimated population of  15,438,384, making it the most populous state in Central America. A  representative democracy, its capital is Nueva Guatemala de la Asunción,  also known as Guatemala City.The former Mayan civilization was a  Mesoamerican civilization, which continued throughout the Post-Classic  period until the arrival of the Spanish. They had lived in Guatemala,  Honduras, Belize, the southern part of Mexico and eastern parts of El  Salvador. After independence from Spain in 1821, Guatemala was a part of  the Federal Republic of Central America and after its dissolution the  country suffered much of the political instability that characterized  the region during mid to late 19th century. Early in the 20th century,  Guatemala had a mixture of democratic governments as well as a series of  dictators, the last of which were frequently assisted by the United  Fruit Company and the United States government. From 1960 to 1996,  Guatemala underwent a civil war fought between the government and  leftist rebels. Following the war, Guatemala has witnessed both economic  growth and successful democratic elections. In the most recent  election, held in 2011, Otto Pérez Molina of the Patriotic Party won the  presidency.Guatemala's abundance of biologically significant and unique  ecosystems contributes to Mesoamerica's designation as a biodiversity  hotspot.""@en"
"""Guinea""@en",http://dbpedia.org/resource/Guinea,"""Guinea /ˈɡɪni/, officially the Republic of Guinea (French:  République de Guinée), is a country in West Africa. Formerly known as  French Guinea (French: Guinée française), it is today sometimes called  Guinea-Conakry to distinguish it from its neighbour Guinea-Bissau and  the Republic of Equatorial Guinea. It has a population of 10,057,975 and  an area of 246,000 square kilometres (94,981 sq mi).Forming a crescent  as it curves from its western border on the Atlantic Ocean toward the  east and the south, Guinea shares its northern border with  Guinea-Bissau, Senegal, and Mali, and its southern border with Sierra  Leone, Liberia, and Ivory Coast. The sources of the Niger River, Gambia  River, and Senegal River are all found in the Guinea Highlands.The  country is a republic. Directly elected by the people, the president is  the Head of State and Head of Government. The Unicameral National  Assembly is the legislative body of the country, and its members are  directly elected by the people. The judicial branch is led by the Guinea  Supreme Court, the highest and final Court of appeal in the country  [1].Guinea is divided into eight administrative regions and subdivided  into thirty-three prefectures. Conakry is Guinea's capital, largest  city, and economic centre. Nzérékoré, located in the Guinée forestière  region in Southern Guinea, is the second largest city. Other major  cities in the country with a population above 100,000 include Kankan,  Kindia, Labe, Guéckédou, Boke, Mamou and Kissidougou. Guinea has four  main regions: Maritime Guinea (La Guinée Maritime), Mid-Guinea (La  Moyenne-Guinée), Upper-Guinea (La Haute-Guinée) and Forested Guinea  (Guinée forestière).Guinea is a predominantly Islamic country, with  Muslims representing 85 percent of the population. Christians, mostly  Roman Catholic, make up about 10 percent of the population, and are  mainly found in the southern Guinée forestière region. The Muslim  majority and Christian minority of Guinea generally interact with each  other peacefully.Guinea's 10 million people belong to twenty-four ethnic  groups. The largest and most prominent groups are the Fula (40%), who  are predominantly found in the Fouta Djallon region in central Guinea.  Mandingo (30%) likewise predominate in Eastern Guinea. And Susu (20%)  predominate in the coastal region of northwestern Guinea. The population  of the Guinée forestière region in Southern Guinea is largely made up  of many of Guinea's minority ethnic groups, mainly from the Koniake (a  sub group of the Mandinka), Guerze, Kissi, Gberese, Diakhanké (a sub  group of the Mandinka), Loma, Kuranko and Yalunka[2].French is the  official language of Guinea, and is the main language of communication  in schools, government administration, the media, and among the  country's security forces. More than twenty-four indigenous languages  are also spoken, of which the most common are Fula, Susu and Maninka.  Fula is widely used in the Fouta Djallon region in central Guinea,  Mandinka in Eastern Guinea, and Susu in the coastal region of  northwestern Guinea. In the Guinée forestière region, many of the  country's minority languages are widely spoken.Guinea's economy is  largely dependent on agriculture and mineral production. It is the  world's second largest producer of bauxite, and has rich deposits of  diamonds and gold.The issue of human rights in the country remains  controversial. In its 2012 Freedom in the World report, Freedom House  named the country ""partly free"" for the second year in a row, an  improvement over its former status as one of the least free countries in  Africa. The United States Bureau of Democracy, Human Rights and Labor,  which produces annual human rights reports on the country, claims the  most pressing human rights issues are the use of torture by security  forces, and abuse of women and children through such acts as female  genital mutilation.""@en"
"""République de Guinée""@en",http://dbpedia.org/resource/Guinea,"""Guinea /ˈɡɪni/, officially the Republic of Guinea (French:  République de Guinée), is a country in West Africa. Formerly known as  French Guinea (French: Guinée française), it is today sometimes called  Guinea-Conakry to distinguish it from its neighbour Guinea-Bissau and  the Republic of Equatorial Guinea. It has a population of 10,057,975 and  an area of 246,000 square kilometres (94,981 sq mi).Forming a crescent  as it curves from its western border on the Atlantic Ocean toward the  east and the south, Guinea shares its northern border with  Guinea-Bissau, Senegal, and Mali, and its southern border with Sierra  Leone, Liberia, and Ivory Coast. The sources of the Niger River, Gambia  River, and Senegal River are all found in the Guinea Highlands.The  country is a republic. Directly elected by the people, the president is  the Head of State and Head of Government. The Unicameral National  Assembly is the legislative body of the country, and its members are  directly elected by the people. The judicial branch is led by the Guinea  Supreme Court, the highest and final Court of appeal in the country  [1].Guinea is divided into eight administrative regions and subdivided  into thirty-three prefectures. Conakry is Guinea's capital, largest  city, and economic centre. Nzérékoré, located in the Guinée forestière  region in Southern Guinea, is the second largest city. Other major  cities in the country with a population above 100,000 include Kankan,  Kindia, Labe, Guéckédou, Boke, Mamou and Kissidougou. Guinea has four  main regions: Maritime Guinea (La Guinée Maritime), Mid-Guinea (La  Moyenne-Guinée), Upper-Guinea (La Haute-Guinée) and Forested Guinea  (Guinée forestière).Guinea is a predominantly Islamic country, with  Muslims representing 85 percent of the population. Christians, mostly  Roman Catholic, make up about 10 percent of the population, and are  mainly found in the southern Guinée forestière region. The Muslim  majority and Christian minority of Guinea generally interact with each  other peacefully.Guinea's 10 million people belong to twenty-four ethnic  groups. The largest and most prominent groups are the Fula (40%), who  are predominantly found in the Fouta Djallon region in central Guinea.  Mandingo (30%) likewise predominate in Eastern Guinea. And Susu (20%)  predominate in the coastal region of northwestern Guinea. The population  of the Guinée forestière region in Southern Guinea is largely made up  of many of Guinea's minority ethnic groups, mainly from the Koniake (a  sub group of the Mandinka), Guerze, Kissi, Gberese, Diakhanké (a sub  group of the Mandinka), Loma, Kuranko and Yalunka[2].French is the  official language of Guinea, and is the main language of communication  in schools, government administration, the media, and among the  country's security forces. More than twenty-four indigenous languages  are also spoken, of which the most common are Fula, Susu and Maninka.  Fula is widely used in the Fouta Djallon region in central Guinea,  Mandinka in Eastern Guinea, and Susu in the coastal region of  northwestern Guinea. In the Guinée forestière region, many of the  country's minority languages are widely spoken.Guinea's economy is  largely dependent on agriculture and mineral production. It is the  world's second largest producer of bauxite, and has rich deposits of  diamonds and gold.The issue of human rights in the country remains  controversial. In its 2012 Freedom in the World report, Freedom House  named the country ""partly free"" for the second year in a row, an  improvement over its former status as one of the least free countries in  Africa. The United States Bureau of Democracy, Human Rights and Labor,  which produces annual human rights reports on the country, claims the  most pressing human rights issues are the use of torture by security  forces, and abuse of women and children through such acts as female  genital mutilation.""@en"
"""Guinea-Bissau""@en",http://dbpedia.org/resource/Guinea-Bissau,"""Guinea-Bissau, officially the Republic of Guinea-Bissau /ˈɡɪni  bɪˈsaʊ/ (Portuguese: República da Guiné-Bissau, pronounced: [ʁeˈpublikɐ  dɐ ɡiˈnɛ biˈsaw]), is a country in West Africa. It is bordered by  Senegal to the north and Guinea to the south and east, with the Atlantic  Ocean to its west. It covers 36,125 km² (nearly 14,000 sq mi) with an  estimated population of 1,600,000.Guinea-Bissau was once part of the  kingdom of Gabu, as well as part of the Mali Empire. Parts of this  kingdom persisted until the 18th century, while a few others were under  some rule by the Portuguese Empire since the 16th century. In the 19th  century, it was colonized as Portuguese Guinea. Upon independence,  declared in 1973 and recognised in 1974, the name of its capital,  Bissau, was added to the country's name to prevent confusion with  Guinea. Guinea-Bissau has a history of political instability since  independence, and no elected president has successfully served a full  five-year term. On the evening of 12 April 2012, members of the  country's military staged a coup d'état and arrested the interim  president and a leading presidential candidate. Former vice chief of  staff, General Mamadu Ture Kuruma, assumed control of the country in the  transitional period and started negotiations with opposition  parties.Only 14% of the population speaks Portuguese, established as the  official language in the colonial period. A plurality of the population  (44%) speaks Crioulo, a Portuguese-based creole language, and the  remainder speak a variety of native African languages. The main  religions are African traditional religions and Islam; there is a  Christian (mostly Roman Catholic) minority. The country's per-capita  gross domestic product is one of the lowest in the world.Guinea-Bissau  is a member of the African Union, Economic Community of West African  States, Organisation of Islamic Cooperation, the Latin Union, Community  of Portuguese Language Countries, La Francophonie and the South Atlantic  Peace and Cooperation Zone.""@en"
"""Guyana""@en",http://dbpedia.org/resource/Guyana,"""Guyana (pronounced /ɡaɪˈɑːnə/ or /ɡaɪˈænə/), officially the  Co-operative Republic of Guyana, is a sovereign state on the northern  coast of South America. Although Guyana is part of the Anglophone  Caribbean, it is one of the few Caribbean countries that is not an  island. The Caribbean Community (CARICOM), of which Guyana is a member,  has its secretariat's headquarters in Guyana's capital,  Georgetown.Guyana was originally colonized by the Netherlands. Later, it  became a British colony, known as British Guiana, and remained so for  over 200 years until it achieved independence on 26 May 1966 from the  United Kingdom. On 23 February 1970, Guyana officially became a  republic. In 2008, the country joined the Union of South American  Nations as a founding member.Guyana is a member state of the  Commonwealth of Nations and has the distinction of being the only South  American nation in which English is the official language. The majority  of the population, however, speak Guyanese Creole; an English-based  creole language with slight Dutch, West African, Arawakan and Caribbean  influences.Historically, the region known as ""Guiana"" or ""Guyana""  comprised the large shield landmass north of the Amazon River and east  of the Orinoco River known as the ""Land of many waters"". Historical  Guyana consists of three Dutch colonies: Essequibo, Demerara, and  Berbice. Modern Guyana is bordered by Suriname to the east, by Brazil to  the south and southwest, by Venezuela to the west, and by the Atlantic  Ocean to the north. At 215,000 square kilometres (83,000 sq mi), Guyana  is the third-smallest independent state on the mainland of South America  after Uruguay and Suriname.""@en"
"""Haiti""@en",http://dbpedia.org/resource/Haiti,"""Haiti /ˈheɪti/ (French: Haïti [a.iti]; Haitian Creole Ayiti  [ajiti]), officially the Republic of Haiti (République d'Haïti; Repiblik  Ayiti), is a Caribbean country. It occupies the western, smaller  portion of the island of Hispaniola, in the Greater Antillean  archipelago, which it shares with the Dominican Republic. Ayiti (""land  of high mountains"") was the indigenous Taíno name for the island. In  French, the country is called ""La Perle des Antilles"" (The Pearl of the  Antilles), because of its natural beauty. The country's highest point is  Pic la Selle, at 2,680 metres (8,793 ft). Both by area and population,  Haiti is the third largest Caribbean nation (after Cuba and the  Dominican Republic), with 27,750 square kilometres (10,714 sq mi) and an  estimated 10.4 million people, with just under a million of which live  in the capital city, Port-au-Prince. French and Haitian Creole are the  official languages.Haiti's regional, historical, and ethno-linguistic  position is unique for several reasons. When it gained independence in  1804, it was the first independent nation of Latin America and the  Caribbean, the only nation in the world established as a result of a  successful slave revolt, and the second republic in the Americas. Its  successful revolution by slaves and free people of color lasted nearly a  decade; all the first leaders of government were former slaves. Haiti  is the only predominantly Francophone independent nation in the  Americas. It is one of only two independent nations in the Americas  (along with Canada) to designate French as an official language; the  other French-speaking areas are all overseas départements, or  collectivités, of France.With 10.4 million people, Haiti is the most  populous full member-state of the Caribbean Community (CARICOM). The  country is also a member of the Latin Union. In 2012, Haiti announced  its intention to seek associate membership status in the African Union.  It is the poorest country in the Americas as measured by the Human  Development Index. Political violence has occurred regularly throughout  its history, leading to government instability. Most recently, in  February 2004, a coup d'état originating in the north of the country  forced the resignation and exile of President Jean-Bertrand Aristide. A  provisional government took control with security provided by the United  Nations Stabilization Mission in Haiti (MINUSTAH). Michel Martelly, the  current president, was elected in the 2011 general election.""@en"
"""Honduras""@en",http://dbpedia.org/resource/Honduras,"""Honduras (/hɒnˈdʊərəs/), officially the Republic of Honduras  (Spanish: República de Honduras [reˈpuβlika ðe onˈduɾas]), is a republic  in Central America. It was at times referred to as Spanish Honduras to  differentiate it from British Honduras, which became the modern-day  state of Belize. The country is bordered to the west by Guatemala, to  the southwest by El Salvador, to the southeast by Nicaragua, to the  south by the Pacific Ocean at the Gulf of Fonseca, and to the north by  the Gulf of Honduras, a large inlet of the Caribbean Sea.Honduras was  home to several important indigenous cultures, most notably the Maya.  Much of the country was conquered by Spain which introduced its now  predominant language and many of its customs in the sixteenth century.  It became independent in 1821 and has been a republic since the end of  Spanish rule.The area of Honduras is about 112,492 km² and the  population exceeds eight million. Its northern portions are part of the  Western Caribbean Zone. Honduras is most notable for production of  minerals, coffee, tropical fruit, sugar cane and recently for exporting  clothing to the international market.""@en"
"""Hungary""@en",http://dbpedia.org/resource/Hungary,"""Hungary /ˈhʌŋɡəri/ (Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ] ) is  a landlocked country in Central Europe. It is situated in the  Carpathian Basin and is bordered by Slovakia to the north, Ukraine and  Romania to the east, Serbia and Croatia to the south, Slovenia to the  southwest and Austria to the west. The country's capital and largest  city is Budapest. Hungary is a member of the European Union, NATO, the  OECD, the Visegrád Group, and the Schengen Area. The official language  is Hungarian, which is the most widely spoken non-Indo-European language  in Europe.Following centuries of successive habitation by Celts,  Romans, Huns, Slavs, Gepids, and Avars, the foundation of Hungary was  laid in the late 9th century by the Hungarian grand prince Árpád in the  Honfoglalás (""homeland-conquest""). His great-grandson Stephen I ascended  to the throne in 1000 AD, converting the country to a Christian  kingdom. By the 12th century, Hungary became a middle power within the  Western world. Following the Battle of Mohács in 1526, Medieval Hungary  collapsed and succumbed to 150 years of partial Ottoman occupation  (1541–1699). Hungary eventually came under Habsburg rule, and later  formed a significant part of the Austro–Hungarian Empire  (1867–1918).Hungary's current borders were first established by the  Treaty of Trianon (1920) after World War I, when the country lost 71% of  its territory, 58% of its population, and 32% of ethnic Hungarians.  Following the interwar period, Hungary joined the Axis Powers in World  War II, suffering significant damage and casualties. Hungary came under  the influence of the Soviet Union, which contributed to the  establishment of a four-decade long communist dictatorship (1947–1989).  The country gained widespread international attention regarding the  Revolution of 1956 and the seminal opening of its previously-restricted  border with Austria in 1989, which accelerated the collapse of the  Eastern Bloc.On 23 October 1989, Hungary again became a democratic  parliamentary republic, and is recognized today as a developed country.  Hungary is a popular tourist destination attracting 10.2 million  tourists a year (2011). It is home to the largest thermal water cave  system and the second largest thermal lake in the world (Lake Hévíz),  the largest lake in Central Europe (Lake Balaton), and the largest  natural grasslands in Europe (the Hortobágy).""@en"
